,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
6543,1.0,-13.0,7.0,2.0,13.0,49.0,-1.0,7.0,-19.0,0.0,-6.0,-7.0,5.0,-23.0,4.0,-7.0,-8.0,0.0,8.0,1.0,-15.0,1.0,-12.0,-22.0,14.0,47.0,6.0,-1.0,-5.0,-40.0,-13.0,12.0,-22.0,-57.0,-9.0,-4.0,5.0,-4.0,3.0,19.0,45.0,36.0,-7.0,-3.0,-7.0,-34.0,-4.0,-20.0,5.0,-17.0,-11.0,6.0,-10.0,12.0,1.0,-5.0,-2.0,-20.0,-7.0,-1.0,-16.0,-25.0,0.0,-26.0,2
6544,29.0,21.0,7.0,1.0,-2.0,21.0,5.0,54.0,-10.0,3.0,-1.0,-4.0,4.0,-32.0,-7.0,-11.0,-34.0,-20.0,2.0,0.0,21.0,5.0,6.0,-5.0,7.0,-16.0,-6.0,-4.0,-5.0,48.0,8.0,9.0,-12.0,-29.0,-12.0,-10.0,-39.0,-47.0,-13.0,-22.0,12.0,-4.0,-2.0,-1.0,48.0,-5.0,3.0,10.0,2.0,5.0,-2.0,2.0,12.0,50.0,1.0,2.0,-7.0,-14.0,7.0,3.0,-29.0,-31.0,16.0,-14.0,2
6545,-8.0,41.0,7.0,-6.0,-2.0,25.0,-3.0,-4.0,0.0,-7.0,-12.0,-7.0,17.0,-16.0,-14.0,10.0,35.0,-2.0,1.0,6.0,-14.0,-49.0,-3.0,11.0,0.0,-13.0,-1.0,3.0,36.0,47.0,9.0,5.0,12.0,27.0,5.0,4.0,-9.0,-27.0,3.0,-15.0,-17.0,-17.0,-2.0,-1.0,-27.0,-15.0,5.0,9.0,-2.0,3.0,-4.0,-2.0,43.0,71.0,9.0,2.0,7.0,-1.0,7.0,5.0,-62.0,-52.0,-18.0,-6.0,2
6546,-5.0,-3.0,5.0,3.0,-1.0,-4.0,1.0,-13.0,52.0,12.0,0.0,0.0,2.0,-1.0,-12.0,19.0,-38.0,-11.0,-5.0,-2.0,34.0,59.0,20.0,-1.0,-12.0,2.0,2.0,-3.0,0.0,-29.0,-7.0,-12.0,-26.0,-21.0,0.0,10.0,18.0,-6.0,5.0,-1.0,20.0,18.0,3.0,-6.0,-24.0,5.0,3.0,0.0,17.0,-2.0,0.0,-5.0,-35.0,-16.0,-10.0,8.0,-28.0,1.0,-5.0,5.0,21.0,-22.0,-15.0,-16.0,2
6547,1.0,12.0,-1.0,-7.0,14.0,76.0,16.0,-17.0,-5.0,1.0,-3.0,-1.0,15.0,-5.0,4.0,39.0,5.0,18.0,2.0,-1.0,-22.0,-45.0,-11.0,-4.0,-13.0,2.0,-11.0,-5.0,2.0,24.0,9.0,4.0,-4.0,1.0,6.0,1.0,11.0,-33.0,-30.0,-12.0,-8.0,-1.0,0.0,2.0,-13.0,31.0,13.0,-8.0,-21.0,5.0,-7.0,-11.0,-5.0,-44.0,-11.0,-1.0,30.0,6.0,5.0,7.0,8.0,-8.0,9.0,13.0,2
6548,-10.0,-39.0,-3.0,0.0,15.0,-2.0,-5.0,-1.0,67.0,61.0,9.0,-4.0,-16.0,13.0,-2.0,-3.0,-87.0,-59.0,-22.0,-8.0,-14.0,-29.0,-6.0,-9.0,1.0,-49.0,5.0,0.0,21.0,59.0,4.0,3.0,11.0,29.0,6.0,2.0,-25.0,-43.0,-15.0,-14.0,-16.0,-41.0,-2.0,0.0,16.0,-6.0,12.0,11.0,21.0,42.0,-3.0,-3.0,-25.0,14.0,12.0,29.0,1.0,2.0,-3.0,3.0,-13.0,-7.0,-1.0,-7.0,2
6549,-14.0,-9.0,-5.0,-8.0,-10.0,-11.0,-8.0,1.0,-29.0,1.0,7.0,5.0,-9.0,16.0,5.0,-26.0,23.0,-2.0,1.0,0.0,44.0,4.0,1.0,-9.0,-5.0,20.0,-3.0,-6.0,-36.0,-32.0,3.0,11.0,-4.0,-21.0,1.0,13.0,25.0,6.0,-4.0,8.0,1.0,-9.0,-5.0,-4.0,-8.0,3.0,-9.0,-12.0,15.0,21.0,8.0,3.0,-6.0,-51.0,5.0,-1.0,28.0,1.0,-3.0,-7.0,15.0,24.0,-1.0,-8.0,2
6550,-49.0,12.0,7.0,11.0,14.0,18.0,8.0,-6.0,-11.0,-15.0,-20.0,-5.0,-6.0,8.0,-3.0,-2.0,-4.0,-35.0,13.0,5.0,31.0,35.0,7.0,-26.0,1.0,3.0,-1.0,-5.0,-25.0,-24.0,-1.0,36.0,1.0,-5.0,-6.0,-13.0,1.0,-21.0,3.0,6.0,-24.0,-12.0,2.0,4.0,4.0,21.0,0.0,-10.0,3.0,11.0,9.0,7.0,2.0,-41.0,-11.0,5.0,6.0,-10.0,-5.0,1.0,7.0,56.0,8.0,-21.0,2
6551,11.0,7.0,-3.0,-4.0,13.0,62.0,1.0,35.0,-14.0,-3.0,5.0,-2.0,6.0,-3.0,-8.0,4.0,25.0,-1.0,-4.0,-3.0,-25.0,3.0,3.0,-14.0,-8.0,6.0,1.0,-8.0,22.0,-6.0,-6.0,-2.0,10.0,10.0,-3.0,-2.0,-9.0,-13.0,9.0,-13.0,-16.0,-37.0,0.0,9.0,12.0,-46.0,-26.0,-8.0,-2.0,14.0,11.0,3.0,-11.0,30.0,4.0,3.0,-21.0,22.0,2.0,-2.0,1.0,16.0,9.0,-18.0,2
6552,2.0,4.0,-8.0,-1.0,7.0,7.0,-9.0,-2.0,48.0,4.0,-6.0,-10.0,-12.0,-7.0,4.0,4.0,-32.0,-16.0,-3.0,0.0,7.0,-12.0,-1.0,5.0,10.0,9.0,2.0,2.0,1.0,6.0,1.0,6.0,3.0,7.0,-2.0,-3.0,-14.0,-26.0,3.0,-25.0,-4.0,30.0,13.0,-9.0,10.0,-21.0,-13.0,-1.0,5.0,11.0,-18.0,-23.0,-23.0,-17.0,-13.0,6.0,23.0,18.0,10.0,30.0,59.0,-8.0,21.0,20.0,2
6553,1.0,-66.0,-3.0,9.0,-17.0,-11.0,-8.0,9.0,-13.0,-16.0,5.0,11.0,-19.0,12.0,2.0,-25.0,12.0,14.0,-8.0,-12.0,-1.0,11.0,-12.0,-1.0,-16.0,-12.0,-6.0,-10.0,-15.0,-32.0,-5.0,22.0,16.0,32.0,3.0,1.0,18.0,-15.0,14.0,5.0,0.0,7.0,-1.0,-2.0,29.0,23.0,-8.0,-5.0,4.0,-16.0,-3.0,-1.0,-12.0,10.0,8.0,-7.0,-2.0,-8.0,-8.0,-7.0,-1.0,11.0,-11.0,-10.0,2
6554,47.0,32.0,-1.0,0.0,7.0,-20.0,-7.0,-9.0,-32.0,-21.0,-9.0,-11.0,-6.0,-5.0,2.0,12.0,39.0,15.0,9.0,24.0,-3.0,30.0,5.0,-31.0,-47.0,-13.0,10.0,1.0,8.0,39.0,-3.0,4.0,-8.0,1.0,-4.0,-6.0,3.0,5.0,0.0,-15.0,-3.0,13.0,1.0,-3.0,-6.0,-22.0,14.0,-2.0,-17.0,-12.0,-7.0,1.0,3.0,-13.0,-12.0,-13.0,17.0,-4.0,-5.0,-5.0,-19.0,-18.0,-9.0,-11.0,2
6555,-14.0,-4.0,3.0,-3.0,-5.0,-1.0,-1.0,-4.0,-8.0,3.0,-8.0,-4.0,1.0,8.0,-3.0,-1.0,-3.0,-3.0,-14.0,-24.0,20.0,14.0,-2.0,6.0,18.0,22.0,15.0,23.0,-19.0,37.0,8.0,8.0,18.0,-34.0,9.0,5.0,-5.0,-2.0,-4.0,-23.0,-31.0,-7.0,2.0,1.0,8.0,2.0,10.0,3.0,30.0,14.0,-8.0,-6.0,-9.0,-24.0,-17.0,17.0,-55.0,-68.0,-3.0,-13.0,-16.0,-25.0,-4.0,-4.0,2
6556,8.0,19.0,-9.0,4.0,0.0,7.0,-10.0,-15.0,5.0,-2.0,8.0,-3.0,-23.0,-23.0,0.0,-5.0,-30.0,-23.0,4.0,9.0,53.0,48.0,-3.0,21.0,33.0,24.0,-7.0,-4.0,-45.0,-62.0,-4.0,-7.0,-14.0,-4.0,-7.0,-9.0,-1.0,-2.0,-9.0,17.0,-15.0,1.0,-4.0,-1.0,13.0,44.0,2.0,-3.0,-9.0,-13.0,2.0,2.0,-7.0,14.0,5.0,-11.0,6.0,20.0,-1.0,0.0,17.0,7.0,0.0,-11.0,2
6557,23.0,-14.0,-6.0,-8.0,-29.0,-14.0,6.0,33.0,-8.0,-7.0,-1.0,4.0,20.0,-4.0,-14.0,-4.0,20.0,11.0,11.0,9.0,-7.0,4.0,13.0,16.0,2.0,8.0,-4.0,-3.0,26.0,12.0,-1.0,-9.0,-6.0,-2.0,0.0,-7.0,-9.0,-5.0,12.0,-1.0,10.0,13.0,-4.0,-4.0,-6.0,-7.0,-3.0,-4.0,14.0,15.0,5.0,6.0,-10.0,-20.0,9.0,-1.0,2.0,1.0,-7.0,-7.0,-14.0,-19.0,-4.0,6.0,2
6558,-10.0,10.0,13.0,-3.0,22.0,27.0,-3.0,-9.0,-42.0,-28.0,-1.0,9.0,12.0,0.0,2.0,19.0,3.0,-3.0,-2.0,-7.0,-26.0,-42.0,-1.0,-5.0,4.0,-9.0,-1.0,8.0,57.0,84.0,3.0,2.0,-13.0,16.0,-2.0,3.0,2.0,-18.0,0.0,11.0,18.0,23.0,7.0,-1.0,-7.0,-10.0,5.0,6.0,39.0,-11.0,1.0,-4.0,15.0,23.0,-8.0,-17.0,-25.0,-4.0,-2.0,-2.0,-15.0,-25.0,-7.0,-12.0,2
6559,-19.0,0.0,-3.0,0.0,2.0,18.0,0.0,3.0,8.0,-3.0,-9.0,1.0,8.0,10.0,4.0,-12.0,13.0,16.0,2.0,2.0,-5.0,10.0,4.0,2.0,8.0,5.0,-1.0,4.0,4.0,-27.0,-7.0,19.0,-28.0,0.0,15.0,1.0,-4.0,9.0,-4.0,-12.0,13.0,14.0,-3.0,-2.0,-8.0,38.0,1.0,-7.0,-15.0,-19.0,-4.0,0.0,19.0,-21.0,-1.0,8.0,-4.0,-25.0,0.0,1.0,-12.0,-6.0,2.0,5.0,2
6560,-13.0,2.0,-3.0,2.0,12.0,-23.0,3.0,-15.0,14.0,9.0,-3.0,-9.0,-4.0,31.0,10.0,-5.0,-10.0,16.0,6.0,1.0,19.0,-25.0,-8.0,-10.0,-14.0,-34.0,-3.0,-1.0,-11.0,-29.0,10.0,13.0,72.0,42.0,11.0,13.0,10.0,9.0,-7.0,10.0,9.0,-3.0,-8.0,-4.0,-26.0,14.0,-8.0,-17.0,-26.0,-43.0,1.0,5.0,8.0,5.0,18.0,32.0,-2.0,15.0,-5.0,-10.0,15.0,51.0,-2.0,-4.0,2
6561,6.0,1.0,-2.0,-4.0,-16.0,-8.0,-10.0,8.0,0.0,-14.0,-8.0,-3.0,-4.0,-16.0,-4.0,-9.0,-5.0,21.0,4.0,5.0,-30.0,-23.0,-8.0,25.0,24.0,9.0,-11.0,-4.0,-6.0,-17.0,-5.0,-5.0,-30.0,-37.0,-3.0,-6.0,40.0,71.0,10.0,-11.0,6.0,7.0,11.0,4.0,-58.0,-25.0,3.0,16.0,-4.0,-16.0,-5.0,1.0,1.0,-23.0,-4.0,-18.0,5.0,1.0,0.0,-2.0,4.0,-3.0,-1.0,-2.0,2
6562,-14.0,-18.0,-9.0,1.0,7.0,14.0,6.0,-7.0,-17.0,11.0,-2.0,-11.0,-2.0,-22.0,-22.0,8.0,-3.0,21.0,-5.0,5.0,9.0,40.0,2.0,-9.0,14.0,3.0,16.0,4.0,-25.0,-53.0,-3.0,-1.0,3.0,6.0,-6.0,-2.0,8.0,-13.0,-2.0,9.0,-48.0,-9.0,8.0,-5.0,6.0,24.0,0.0,-3.0,10.0,1.0,1.0,0.0,-8.0,5.0,4.0,-16.0,-12.0,5.0,-1.0,-3.0,-15.0,-8.0,-6.0,23.0,2
6563,-27.0,-3.0,-3.0,0.0,20.0,6.0,2.0,-8.0,43.0,15.0,2.0,10.0,5.0,-6.0,0.0,9.0,-17.0,-23.0,-9.0,-8.0,-6.0,-26.0,-11.0,-10.0,-9.0,5.0,6.0,4.0,13.0,22.0,7.0,-10.0,7.0,-24.0,-8.0,-1.0,-11.0,-47.0,-6.0,15.0,15.0,-10.0,6.0,2.0,-2.0,18.0,17.0,-9.0,-14.0,11.0,1.0,-2.0,28.0,8.0,11.0,31.0,12.0,17.0,1.0,-8.0,-4.0,15.0,-3.0,-7.0,2
6564,-7.0,-5.0,-2.0,2.0,-23.0,-25.0,-8.0,1.0,6.0,10.0,-5.0,-4.0,0.0,-27.0,-20.0,-1.0,-25.0,-1.0,-1.0,-3.0,14.0,47.0,8.0,-7.0,3.0,-5.0,-2.0,-1.0,-3.0,-30.0,-16.0,-7.0,19.0,14.0,7.0,3.0,0.0,12.0,12.0,3.0,-83.0,-1.0,-6.0,-3.0,20.0,-4.0,-2.0,-9.0,49.0,-13.0,-3.0,-5.0,-4.0,14.0,2.0,-11.0,25.0,-1.0,2.0,9.0,-12.0,-38.0,7.0,36.0,2
6565,-8.0,8.0,0.0,-3.0,-14.0,44.0,3.0,-20.0,34.0,-9.0,-6.0,-4.0,13.0,-5.0,7.0,11.0,-8.0,14.0,18.0,14.0,12.0,69.0,-5.0,-17.0,-18.0,-36.0,-12.0,-4.0,21.0,6.0,-8.0,-32.0,-12.0,15.0,3.0,-1.0,-12.0,-21.0,-4.0,3.0,16.0,-5.0,-4.0,-3.0,-4.0,6.0,10.0,9.0,-17.0,7.0,-5.0,-6.0,-1.0,-18.0,-15.0,-3.0,6.0,-7.0,-7.0,-5.0,11.0,-14.0,1.0,-10.0,2
6566,-3.0,17.0,2.0,-5.0,-5.0,9.0,9.0,-1.0,44.0,4.0,-2.0,1.0,0.0,-27.0,-12.0,-10.0,13.0,-42.0,-6.0,3.0,7.0,30.0,6.0,10.0,-3.0,-15.0,-5.0,6.0,11.0,16.0,6.0,-7.0,-1.0,-12.0,-7.0,2.0,-25.0,-20.0,-9.0,0.0,11.0,-9.0,8.0,2.0,13.0,13.0,14.0,2.0,16.0,27.0,-2.0,-4.0,-29.0,-34.0,-7.0,13.0,8.0,15.0,6.0,-8.0,4.0,21.0,-4.0,-1.0,2
6567,9.0,-14.0,-1.0,1.0,13.0,15.0,2.0,5.0,0.0,8.0,-11.0,-12.0,-22.0,11.0,-1.0,-6.0,-28.0,0.0,11.0,18.0,43.0,-49.0,-14.0,-2.0,5.0,-13.0,0.0,3.0,-8.0,22.0,10.0,-15.0,-11.0,6.0,5.0,3.0,5.0,45.0,18.0,11.0,-46.0,-2.0,9.0,10.0,23.0,25.0,5.0,8.0,-4.0,-5.0,-11.0,-10.0,-23.0,12.0,-2.0,-3.0,5.0,20.0,-2.0,-9.0,-6.0,0.0,2.0,15.0,2
6568,12.0,12.0,0.0,3.0,2.0,-26.0,-9.0,-16.0,7.0,4.0,-1.0,4.0,9.0,14.0,-20.0,-12.0,-18.0,-16.0,3.0,-20.0,-18.0,-19.0,8.0,-7.0,-9.0,-9.0,4.0,13.0,26.0,-9.0,0.0,3.0,15.0,0.0,-3.0,-9.0,-18.0,-15.0,-9.0,-2.0,-2.0,-2.0,-5.0,6.0,3.0,-8.0,-1.0,10.0,-3.0,19.0,-2.0,3.0,8.0,54.0,6.0,-4.0,-32.0,36.0,1.0,-4.0,-34.0,-22.0,-5.0,-41.0,2
6569,49.0,-17.0,4.0,2.0,55.0,55.0,10.0,8.0,-17.0,-28.0,0.0,5.0,-31.0,-19.0,-1.0,8.0,8.0,15.0,0.0,-1.0,-7.0,-39.0,-5.0,8.0,1.0,-1.0,-5.0,-6.0,-1.0,12.0,-3.0,-4.0,9.0,17.0,-15.0,-6.0,11.0,-32.0,-5.0,4.0,-1.0,-12.0,2.0,6.0,-8.0,-6.0,7.0,1.0,3.0,-18.0,-6.0,1.0,26.0,4.0,4.0,-12.0,11.0,3.0,0.0,-6.0,-28.0,3.0,-14.0,14.0,2
6570,-22.0,4.0,-17.0,-5.0,-11.0,-48.0,-14.0,-15.0,35.0,40.0,23.0,6.0,20.0,43.0,3.0,0.0,-13.0,-25.0,9.0,2.0,-33.0,-38.0,3.0,5.0,-4.0,1.0,2.0,-1.0,12.0,19.0,8.0,4.0,18.0,-2.0,2.0,-1.0,3.0,-6.0,-10.0,6.0,-35.0,-13.0,-12.0,-5.0,1.0,10.0,19.0,-7.0,-50.0,0.0,-7.0,1.0,23.0,65.0,4.0,-15.0,25.0,-10.0,-4.0,-6.0,-5.0,-41.0,-29.0,9.0,2
6571,-21.0,6.0,7.0,5.0,-15.0,27.0,-3.0,-3.0,37.0,9.0,-9.0,2.0,4.0,-61.0,-10.0,21.0,-6.0,-30.0,-6.0,-4.0,14.0,-20.0,3.0,-6.0,-8.0,10.0,4.0,6.0,-20.0,58.0,7.0,-8.0,-28.0,5.0,7.0,8.0,36.0,29.0,20.0,-2.0,9.0,5.0,5.0,-3.0,8.0,16.0,-2.0,12.0,1.0,-20.0,-9.0,-4.0,-21.0,-31.0,-5.0,-6.0,3.0,27.0,3.0,-3.0,2.0,-11.0,2.0,-5.0,2
6572,-22.0,-26.0,-4.0,-4.0,-14.0,15.0,-9.0,-9.0,27.0,34.0,-2.0,1.0,-2.0,-5.0,2.0,-28.0,-27.0,2.0,4.0,3.0,-10.0,-33.0,8.0,32.0,-20.0,-16.0,-1.0,-1.0,17.0,36.0,-3.0,-12.0,-9.0,1.0,-7.0,-5.0,3.0,-29.0,-9.0,10.0,-15.0,-22.0,-4.0,-2.0,-21.0,-16.0,-18.0,-6.0,1.0,48.0,13.0,3.0,-5.0,38.0,18.0,-31.0,40.0,-5.0,-10.0,2.0,25.0,-2.0,-3.0,8.0,2
6573,-19.0,-9.0,6.0,1.0,-37.0,-43.0,14.0,2.0,1.0,7.0,-1.0,0.0,29.0,64.0,-2.0,-8.0,28.0,1.0,5.0,-2.0,-26.0,-7.0,-6.0,-6.0,-19.0,17.0,9.0,3.0,-13.0,-25.0,7.0,-5.0,53.0,16.0,-3.0,-2.0,29.0,66.0,6.0,1.0,-72.0,-41.0,2.0,3.0,-9.0,9.0,22.0,6.0,15.0,19.0,-4.0,-2.0,-26.0,-73.0,-30.0,-9.0,32.0,-14.0,-3.0,-7.0,-1.0,-25.0,9.0,28.0,2
6574,-19.0,-13.0,-7.0,-5.0,-6.0,33.0,-28.0,-3.0,21.0,17.0,6.0,-2.0,-17.0,-34.0,25.0,-14.0,-28.0,15.0,1.0,8.0,25.0,31.0,-8.0,8.0,-19.0,-36.0,-1.0,0.0,2.0,-24.0,8.0,-8.0,10.0,22.0,-1.0,-6.0,-11.0,-49.0,-9.0,14.0,-7.0,-33.0,-10.0,-8.0,-2.0,6.0,-8.0,3.0,13.0,-13.0,-3.0,-5.0,2.0,-15.0,1.0,-1.0,5.0,8.0,-2.0,-1.0,11.0,18.0,-7.0,-12.0,2
6575,-37.0,28.0,8.0,6.0,-4.0,32.0,19.0,31.0,-2.0,-52.0,-8.0,0.0,6.0,18.0,-14.0,-20.0,54.0,15.0,0.0,4.0,3.0,18.0,16.0,15.0,-75.0,6.0,-2.0,-2.0,7.0,-11.0,2.0,6.0,3.0,-28.0,-7.0,-7.0,-25.0,-8.0,4.0,-27.0,-23.0,22.0,6.0,-1.0,19.0,-31.0,-9.0,36.0,15.0,-4.0,0.0,-4.0,9.0,15.0,-8.0,-12.0,16.0,8.0,2.0,3.0,-3.0,16.0,17.0,8.0,2
6576,-10.0,-12.0,1.0,-5.0,15.0,-46.0,-13.0,1.0,14.0,16.0,-3.0,-10.0,-14.0,40.0,-4.0,-11.0,1.0,-19.0,-1.0,12.0,4.0,-33.0,-4.0,12.0,-7.0,7.0,-1.0,-1.0,17.0,22.0,-6.0,-15.0,14.0,5.0,7.0,5.0,-31.0,-33.0,16.0,-5.0,0.0,-33.0,-12.0,-8.0,3.0,-43.0,-2.0,9.0,-17.0,31.0,-8.0,-13.0,-1.0,-23.0,-17.0,0.0,7.0,3.0,-6.0,4.0,-4.0,2.0,-11.0,-17.0,2
6577,48.0,-9.0,13.0,2.0,-8.0,8.0,3.0,20.0,-63.0,-8.0,4.0,3.0,38.0,-6.0,4.0,-22.0,-1.0,-9.0,-6.0,-4.0,-24.0,27.0,10.0,21.0,-26.0,-25.0,-7.0,-4.0,-6.0,-32.0,-13.0,-9.0,-16.0,8.0,-8.0,-6.0,26.0,-2.0,1.0,-6.0,35.0,15.0,6.0,8.0,16.0,28.0,-10.0,-17.0,15.0,-1.0,3.0,5.0,-17.0,19.0,5.0,24.0,10.0,29.0,-1.0,-6.0,-6.0,-2.0,4.0,22.0,2
6578,-19.0,-51.0,0.0,-1.0,-1.0,11.0,-2.0,-11.0,-6.0,-8.0,-2.0,2.0,-3.0,-25.0,1.0,-3.0,2.0,5.0,-1.0,-2.0,10.0,29.0,-5.0,-22.0,9.0,4.0,5.0,-2.0,12.0,45.0,11.0,-2.0,-9.0,0.0,-4.0,6.0,-32.0,-21.0,-6.0,15.0,13.0,26.0,-6.0,5.0,32.0,44.0,1.0,3.0,1.0,-5.0,10.0,-4.0,3.0,-2.0,-2.0,-1.0,10.0,-9.0,-2.0,1.0,-32.0,-73.0,0.0,1.0,2
6579,1.0,1.0,-1.0,0.0,17.0,37.0,0.0,-6.0,-1.0,0.0,1.0,6.0,2.0,-21.0,1.0,13.0,11.0,0.0,-7.0,-5.0,-9.0,-3.0,22.0,-25.0,-10.0,0.0,5.0,2.0,20.0,19.0,-2.0,33.0,23.0,12.0,-4.0,-6.0,9.0,27.0,-11.0,-21.0,19.0,27.0,8.0,-5.0,-29.0,9.0,-17.0,44.0,-9.0,-39.0,-12.0,6.0,5.0,-42.0,-8.0,-32.0,16.0,-15.0,-2.0,4.0,1.0,38.0,5.0,12.0,2
6580,-1.0,-14.0,-3.0,-4.0,-6.0,-13.0,5.0,-4.0,9.0,-17.0,-11.0,-12.0,-5.0,-46.0,-5.0,-6.0,-41.0,-1.0,1.0,4.0,8.0,29.0,-4.0,0.0,-6.0,-30.0,-11.0,1.0,-3.0,-17.0,-18.0,-7.0,-7.0,5.0,6.0,8.0,5.0,44.0,28.0,3.0,-3.0,14.0,-5.0,-6.0,-14.0,-14.0,9.0,-14.0,27.0,8.0,1.0,1.0,15.0,-46.0,-23.0,12.0,-7.0,-3.0,1.0,-4.0,-8.0,15.0,-2.0,-25.0,2
6581,-2.0,15.0,-5.0,-2.0,28.0,19.0,2.0,19.0,-11.0,-55.0,13.0,0.0,-33.0,-26.0,-6.0,-4.0,3.0,-15.0,3.0,-3.0,5.0,0.0,1.0,14.0,-6.0,-19.0,4.0,-3.0,-4.0,37.0,-1.0,-17.0,-4.0,-29.0,-6.0,-5.0,14.0,-47.0,-15.0,-12.0,33.0,21.0,5.0,6.0,-25.0,18.0,3.0,3.0,-79.0,-22.0,-2.0,-4.0,-4.0,33.0,3.0,15.0,43.0,0.0,1.0,-3.0,8.0,-14.0,-6.0,-6.0,2
6582,-34.0,-23.0,-1.0,0.0,1.0,-11.0,1.0,-2.0,-5.0,3.0,-3.0,-4.0,9.0,27.0,-18.0,-1.0,45.0,15.0,4.0,4.0,-10.0,-6.0,4.0,2.0,1.0,14.0,-4.0,-3.0,-12.0,-27.0,-6.0,-15.0,3.0,30.0,3.0,5.0,19.0,32.0,1.0,-8.0,-18.0,15.0,-7.0,-2.0,2.0,-17.0,-8.0,-3.0,5.0,10.0,-5.0,-8.0,-33.0,-8.0,2.0,-9.0,-23.0,10.0,-5.0,-3.0,6.0,-23.0,5.0,-4.0,2
6583,16.0,14.0,4.0,2.0,18.0,4.0,3.0,19.0,31.0,63.0,4.0,3.0,-12.0,-24.0,11.0,-5.0,-81.0,-23.0,3.0,4.0,14.0,21.0,4.0,6.0,10.0,7.0,9.0,2.0,25.0,12.0,-7.0,8.0,-8.0,49.0,6.0,-3.0,-24.0,-41.0,16.0,11.0,-1.0,1.0,-5.0,3.0,22.0,19.0,1.0,-6.0,-8.0,-14.0,-7.0,-6.0,3.0,-29.0,1.0,-7.0,-17.0,-3.0,-8.0,-3.0,-6.0,-41.0,-9.0,-11.0,2
6584,25.0,12.0,4.0,1.0,12.0,86.0,-3.0,-4.0,-15.0,-34.0,-6.0,-4.0,16.0,14.0,15.0,15.0,22.0,21.0,2.0,6.0,2.0,14.0,-6.0,-33.0,4.0,-4.0,-1.0,2.0,-22.0,-9.0,-1.0,4.0,-10.0,-10.0,-1.0,-7.0,-17.0,15.0,3.0,-5.0,-4.0,-1.0,0.0,-3.0,12.0,-36.0,8.0,1.0,12.0,-1.0,-11.0,-11.0,4.0,4.0,-22.0,-34.0,8.0,12.0,10.0,8.0,-28.0,-12.0,0.0,18.0,2
6585,4.0,-18.0,1.0,8.0,28.0,-10.0,-1.0,0.0,-5.0,-11.0,0.0,0.0,-23.0,5.0,1.0,-7.0,12.0,9.0,8.0,-6.0,4.0,-37.0,-14.0,-8.0,-9.0,12.0,-6.0,0.0,13.0,65.0,13.0,-13.0,-16.0,-31.0,-7.0,-4.0,-8.0,-32.0,-11.0,-3.0,0.0,-9.0,-2.0,-5.0,3.0,0.0,-10.0,-4.0,48.0,22.0,-6.0,0.0,-14.0,-8.0,16.0,16.0,-23.0,-2.0,4.0,-2.0,20.0,57.0,2.0,4.0,2
6586,2.0,-11.0,0.0,11.0,-22.0,-19.0,-16.0,-13.0,-2.0,9.0,-3.0,-1.0,7.0,5.0,9.0,5.0,35.0,2.0,-5.0,-3.0,9.0,4.0,-2.0,16.0,4.0,-11.0,-3.0,-7.0,-11.0,31.0,-3.0,5.0,-1.0,16.0,-4.0,-2.0,-26.0,-48.0,-7.0,6.0,-1.0,-13.0,13.0,5.0,10.0,-18.0,-7.0,-28.0,0.0,1.0,-5.0,-8.0,6.0,42.0,6.0,-6.0,-38.0,11.0,7.0,12.0,20.0,-9.0,7.0,0.0,2
6587,-6.0,-14.0,-5.0,-5.0,16.0,13.0,0.0,6.0,10.0,33.0,-1.0,-1.0,-15.0,-6.0,-6.0,13.0,-24.0,-53.0,-2.0,1.0,-4.0,5.0,7.0,13.0,14.0,-1.0,-2.0,-3.0,27.0,-9.0,-5.0,-22.0,-6.0,48.0,-5.0,-8.0,-1.0,22.0,6.0,-14.0,-5.0,-37.0,5.0,6.0,-22.0,-7.0,-3.0,10.0,-20.0,26.0,4.0,1.0,12.0,-15.0,-8.0,-5.0,30.0,-25.0,-18.0,-13.0,-27.0,-4.0,8.0,16.0,2
6588,-17.0,10.0,7.0,8.0,17.0,11.0,5.0,-16.0,10.0,-9.0,-10.0,-4.0,-12.0,8.0,-9.0,23.0,4.0,26.0,-3.0,1.0,9.0,-12.0,4.0,14.0,-4.0,-13.0,-3.0,7.0,-6.0,-26.0,-4.0,-6.0,2.0,14.0,7.0,2.0,-26.0,-15.0,3.0,-2.0,43.0,-19.0,-10.0,-6.0,10.0,40.0,11.0,-16.0,-24.0,-15.0,1.0,1.0,-9.0,29.0,0.0,5.0,-3.0,10.0,-2.0,-2.0,16.0,-43.0,-3.0,12.0,2
6589,0.0,-12.0,-7.0,-5.0,1.0,-17.0,-3.0,-11.0,2.0,29.0,-5.0,-4.0,1.0,15.0,2.0,25.0,20.0,-46.0,-7.0,2.0,5.0,-37.0,-10.0,-25.0,-14.0,-43.0,-1.0,5.0,12.0,75.0,11.0,5.0,-4.0,-5.0,0.0,0.0,1.0,18.0,4.0,-10.0,9.0,-1.0,4.0,1.0,23.0,-24.0,-12.0,-4.0,-8.0,7.0,-6.0,-9.0,-16.0,1.0,0.0,-8.0,-14.0,16.0,3.0,0.0,-14.0,-51.0,-1.0,22.0,2
